Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
EPAS1	TRUE	EPAS1	Fibroblasts	pericyte_like	44	TRUE	TRUE	NA
ACTG2	TRUE	ACTG2	Fibroblasts	pericyte_like	45	TRUE	TRUE	NA
ESAM	TRUE	ESAM	Fibroblasts	pericyte_like	46	TRUE	TRUE	NA
IGFBP7	TRUE	IGFBP7	Fibroblasts	pericyte_like	47	TRUE	TRUE	NA
MGP	TRUE	MGP	Fibroblasts	pericyte_like	48	TRUE	TRUE	NA
PLN	TRUE	PLN	Fibroblasts	pericyte_like	49	TRUE	TRUE	NA
JAG1	TRUE	JAG1	Fibroblasts	pericyte_like	50	TRUE	TRUE	NA
CFD	TRUE	CFD	Fibroblasts	complement	1	TRUE	TRUE	NA
C3	TRUE	C3	Fibroblasts	complement	2	TRUE	TRUE	NA
APOD	TRUE	APOD	Fibroblasts	complement	3	TRUE	TRUE	NA
PTGDS	TRUE	PTGDS	Fibroblasts	complement	4	TRUE	TRUE	NA
MGP	TRUE	MGP	Fibroblasts	complement	5	TRUE	TRUE	NA
C7	TRUE	C7	Fibroblasts	complement	6	TRUE	TRUE	NA
CLU	TRUE	CLU	Fibroblasts	complement	7	TRUE	TRUE	NA
CXCL14	TRUE	CXCL14	Fibroblasts	complement	8	TRUE	TRUE	NA
MFAP4	TRUE	MFAP4	Fibroblasts	complement	9	TRUE	TRUE	NA
SFRP2	TRUE	SFRP2	Fibroblasts	complement	10	TRUE	TRUE	NA
CXCL12	TRUE	CXCL12	Fibroblasts	complement	11	TRUE	TRUE	NA
ADH1B	TRUE	ADH1B	Fibroblasts	complement	12	TRUE	TRUE	NA
EFEMP1	TRUE	EFEMP1	Fibroblasts	complement	13	TRUE	TRUE	NA
FBLN1	TRUE	FBLN1	Fibroblasts	complement	14	TRUE	TRUE	NA
OGN	TRUE	OGN	Fibroblasts	complement	15	TRUE	TRUE	NA
RARRES1	TRUE	RARRES1	Fibroblasts	complement	16	TRUE	TRUE	NA
IGFBP6	TRUE	IGFBP6	Fibroblasts	complement	17	TRUE	TRUE	NA
SFRP4	TRUE	SFRP4	Fibroblasts	complement	18	TRUE	TRUE	NA
CCDC80	TRUE	CCDC80	Fibroblasts	complement	19	TRUE	TRUE	NA
PLA2G2A	TRUE	PLA2G2A	Fibroblasts	complement	20	TRUE	TRUE	NA
SRPX	TRUE	SRPX	Fibroblasts	complement	21	TRUE	TRUE	NA
GPX3	TRUE	GPX3	Fibroblasts	complement	22	TRUE	TRUE	NA
IGF1	TRUE	IGF1	Fibroblasts	complement	23	TRUE	TRUE	NA
FGF7	TRUE	FGF7	Fibroblasts	complement	24	TRUE	TRUE	NA
GPC3	TRUE	GPC3	Fibroblasts	complement	25	TRUE	TRUE	NA
MGST1	TRUE	MGST1	Fibroblasts	complement	26	TRUE	TRUE	NA
ABCA8	TRUE	ABCA8	Fibroblasts	complement	27	TRUE	TRUE	NA
GSN	TRUE	GSN	Fibroblasts	complement	28	TRUE	TRUE	NA
SOD3	TRUE	SOD3	Fibroblasts	complement	29	TRUE	TRUE	NA
SELENOP	FALSE	SELENOP	Fibroblasts	complement	30	FALSE	TRUE	SELENOP
SERPINF1	TRUE	SERPINF1	Fibroblasts	complement	31	TRUE	TRUE	NA
APOE	TRUE	APOE	Fibroblasts	complement	32	TRUE	TRUE	NA
ITM2A	TRUE	ITM2A	Fibroblasts	complement	33	TRUE	TRUE	NA
PRELP	TRUE	PRELP	Fibroblasts	complement	34	TRUE	TRUE	NA
FBLN5	TRUE	FBLN5	Fibroblasts	complement	35	TRUE	TRUE	NA
COL14A1	TRUE	COL14A1	Fibroblasts	complement	36	TRUE	TRUE	NA
GPNMB	TRUE	GPNMB	Fibroblasts	complement	37	TRUE	TRUE	NA
TNXB	TRUE	TNXB	Fibroblasts	complement	38	TRUE	TRUE	NA
DPT	TRUE	DPT	Fibroblasts	complement	39	TRUE	TRUE	NA
PODN	TRUE	PODN	Fibroblasts	complement	40	TRUE	TRUE	NA
WISP2	FALSE	CCN5	Fibroblasts	complement	41	TRUE	FALSE	NA
PLAC9	TRUE	PLAC9	Fibroblasts	complement	42	TRUE	TRUE	NA
CFH	TRUE	CFH	Fibroblasts	complement	43	TRUE	TRUE	NA
MT1X	TRUE	MT1X	Fibroblasts	complement	44	TRUE	TRUE	NA
SPARCL1	TRUE	SPARCL1	Fibroblasts	complement	45	TRUE	TRUE	NA
FMO2	TRUE	FMO2	Fibroblasts	complement	46	TRUE	TRUE	NA
TXNIP	TRUE	TXNIP	Fibroblasts	complement	47	TRUE	TRUE	NA
PI16	TRUE	PI16	Fibroblasts	complement	48	TRUE	TRUE	NA
MFAP5	TRUE	MFAP5	Fibroblasts	complement	49	TRUE	TRUE	NA
SFRP1	TRUE	SFRP1	Fibroblasts	complement	50	TRUE	TRUE	NA
ATF3	TRUE	ATF3	Fibroblasts	stress	1	TRUE	TRUE	NA
FOSB	TRUE	FOSB	Fibroblasts	stress	2	TRUE	TRUE	NA
ZFP36	TRUE	ZFP36	Fibroblasts	stress	3	TRUE	TRUE	NA
BTG2	TRUE	BTG2	Fibroblasts	stress	4	TRUE	TRUE	NA
NR4A1	TRUE	NR4A1	Fibroblasts	stress	5	TRUE	TRUE	NA
EGR1	TRUE	EGR1	Fibroblasts	stress	6	TRUE	TRUE	NA
DNAJB1	TRUE	DNAJB1	Fibroblasts	stress	7	TRUE	TRUE	NA
SOCS3	TRUE	SOCS3	Fibroblasts	stress	8	TRUE	TRUE	NA
IER2	TRUE	IER2	Fibroblasts	stress	9	TRUE	TRUE	NA
IER3	TRUE	IER3	Fibroblasts	stress	10	TRUE	TRUE	NA
IRF1	TRUE	IRF1	Fibroblasts	stress	11	TRUE	TRUE	NA
JUNB	TRUE	JUNB	Fibroblasts	stress	12	TRUE	TRUE	NA
NFKBIZ	TRUE	NFKBIZ	Fibroblasts	stress	13	TRUE	TRUE	NA
FOS	TRUE	FOS	Fibroblasts	stress	14	TRUE	TRUE	NA
CDKN1A	TRUE	CDKN1A	Fibroblasts	stress	15	TRUE	TRUE	NA
NFKBIA	TRUE	NFKBIA	Fibroblasts	stress	16	TRUE	TRUE	NA
CCL2	TRUE	CCL2	Fibroblasts	stress	17	TRUE	TRUE	NA
GEM	TRUE	GEM	Fibroblasts	stress	18	TRUE	TRUE	NA
CXCL2	TRUE	CXCL2	Fibroblasts	stress	19	TRUE	TRUE	NA
JUN	TRUE	JUN	Fibroblasts	stress	20	TRUE	TRUE	NA
KLF4	TRUE	KLF4	Fibroblasts	stress	21	TRUE	TRUE	NA
C11orf96	FALSE	C11orf96	Fibroblasts	stress	22	FALSE	TRUE	C11orf96
CSRNP1	TRUE	CSRNP1	Fibroblasts	stress	23	TRUE	TRUE	NA
GADD45B	TRUE	GADD45B	Fibroblasts	stress	24	TRUE	TRUE	NA
NR4A2	TRUE	NR4A2	Fibroblasts	stress	25	TRUE	TRUE	NA
MAFF	TRUE	MAFF	Fibroblasts	stress	26	TRUE	TRUE	NA
PPP1R15A	TRUE	PPP1R15A	Fibroblasts	stress	27	TRUE	TRUE	NA
SERTAD1	TRUE	SERTAD1	Fibroblasts	stress	28	TRUE	TRUE	NA
CCNL1	TRUE	CCNL1	Fibroblasts	stress	29	TRUE	TRUE	NA
MYC	TRUE	MYC	Fibroblasts	stress	30	TRUE	TRUE	NA
HSPA1B	TRUE	HSPA1B	Fibroblasts	stress	31	TRUE	TRUE	NA
NAMPT	TRUE	NAMPT	Fibroblasts	stress	32	TRUE	TRUE	NA
DUSP1	TRUE	DUSP1	Fibroblasts	stress	33	TRUE	TRUE	NA
HSPA1A	TRUE	HSPA1A	Fibroblasts	stress	34	TRUE	TRUE	NA
SOD2	TRUE	SOD2	Fibroblasts	stress	35	TRUE	TRUE	NA
DNAJA1	TRUE	DNAJA1	Fibroblasts	stress	36	TRUE	TRUE	NA
HES1	TRUE	HES1	Fibroblasts	stress	37	TRUE	TRUE	NA
ICAM1	TRUE	ICAM1	Fibroblasts	stress	38	TRUE	TRUE	NA
MCL1	TRUE	MCL1	Fibroblasts	stress	39	TRUE	TRUE	NA
IL6	TRUE	IL6	Fibroblasts	stress	40	TRUE	TRUE	NA
ADAMTS1	TRUE	ADAMTS1	Fibroblasts	stress	41	TRUE	TRUE	NA
KDM6B	TRUE	KDM6B	Fibroblasts	stress	42	TRUE	TRUE	NA
ID1	TRUE	ID1	Fibroblasts	stress	43	TRUE	TRUE	NA
ID2	TRUE	ID2	Fibroblasts	stress	44	TRUE	TRUE	NA
HSPH1	TRUE	HSPH1	Fibroblasts	stress	45	TRUE	TRUE	NA
TNFAIP3	TRUE	TNFAIP3	Fibroblasts	stress	46	TRUE	TRUE	NA
CYR61	FALSE	CCN1	Fibroblasts	stress	47	TRUE	FALSE	NA
BAG3	TRUE	BAG3	Fibroblasts	stress	48	TRUE	TRUE	NA
SAT1	TRUE	SAT1	Fibroblasts	stress	49	TRUE	TRUE	NA
BRD2	TRUE	BRD2	Fibroblasts	stress	50	TRUE	TRUE	NA
ADM	TRUE	ADM	Fibroblasts	hypoxia	1	TRUE	TRUE	NA
MT2A	TRUE	MT2A	Fibroblasts	hypoxia	2	TRUE	TRUE	NA
DDIT4	TRUE	DDIT4	Fibroblasts	hypoxia	3	TRUE	TRUE	NA
IER3	TRUE	IER3	Fibroblasts	hypoxia	4	TRUE	TRUE	NA
SLC16A3	TRUE	SLC16A3	Fibroblasts	hypoxia	5	TRUE	TRUE	NA
SOD2	TRUE	SOD2	Fibroblasts	hypoxia	6	TRUE	TRUE	NA
CA12	TRUE	CA12	Fibroblasts	hypoxia	7	TRUE	TRUE	NA
MMP1	TRUE	MMP1	Fibroblasts	hypoxia	8	TRUE	TRUE	NA
CXCL1	TRUE	CXCL1	Fibroblasts	hypoxia	9	TRUE	TRUE	NA
MMP3	TRUE	MMP3	Fibroblasts	hypoxia	10	TRUE	TRUE	NA
CXCL8	TRUE	CXCL8	Fibroblasts	hypoxia	11	TRUE	TRUE	NA
SERPINE1	TRUE	SERPINE1	Fibroblasts	hypoxia	12	TRUE	TRUE	NA
BNIP3	TRUE	BNIP3	Fibroblasts	hypoxia	13	TRUE	TRUE	NA
ANGPTL4	TRUE	ANGPTL4	Fibroblasts	hypoxia	14	TRUE	TRUE	NA
CXCL3	TRUE	CXCL3	Fibroblasts	hypoxia	15	TRUE	TRUE	NA
PLIN2	TRUE	PLIN2	Fibroblasts	hypoxia	16	TRUE	TRUE	NA
IL6	TRUE	IL6	Fibroblasts	hypoxia	17	TRUE	TRUE	NA
NAMPT	TRUE	NAMPT	Fibroblasts	hypoxia	18	TRUE	TRUE	NA
TMEM158	TRUE	TMEM158	Fibroblasts	hypoxia	19	TRUE	TRUE	NA
VEGFA	TRUE	VEGFA	Fibroblasts	hypoxia	20	TRUE	TRUE	NA
MME	TRUE	MME	Fibroblasts	hypoxia	21	TRUE	TRUE	NA
HILPDA	TRUE	HILPDA	Fibroblasts	hypoxia	22	TRUE	TRUE	NA
IL24	TRUE	IL24	Fibroblasts	hypoxia	23	TRUE	TRUE	NA
AKR1B1	TRUE	AKR1B1	Fibroblasts	hypoxia	24	TRUE	TRUE	NA
NDRG1	TRUE	NDRG1	Fibroblasts	hypoxia	25	TRUE	TRUE	NA
CXCL6	TRUE	CXCL6	Fibroblasts	hypoxia	26	TRUE	TRUE	NA
IL11	TRUE	IL11	Fibroblasts	hypoxia	27	TRUE	TRUE	NA
STC1	TRUE	STC1	Fibroblasts	hypoxia	28	TRUE	TRUE	NA
CD82	TRUE	CD82	Fibroblasts	hypoxia	29	TRUE	TRUE	NA
PTGES	TRUE	PTGES	Fibroblasts	hypoxia	30	TRUE	TRUE	NA
TNFAIP6	TRUE	TNFAIP6	Fibroblasts	hypoxia	31	TRUE	TRUE	NA
G0S2	TRUE	G0S2	Fibroblasts	hypoxia	32	TRUE	TRUE	NA
INHBA	TRUE	INHBA	Fibroblasts	hypoxia	33	TRUE	TRUE	NA
COL7A1	TRUE	COL7A1	Fibroblasts	hypoxia	34	TRUE	TRUE	NA
CXCL2	TRUE	CXCL2	Fibroblasts	hypoxia	35	TRUE	TRUE	NA
CHI3L1	TRUE	CHI3L1	Fibroblasts	hypoxia	36	TRUE	TRUE	NA
CXCL5	TRUE	CXCL5	Fibroblasts	hypoxia	37	TRUE	TRUE	NA
PLAU	TRUE	PLAU	Fibroblasts	hypoxia	38	TRUE	TRUE	NA
SCG5	TRUE	SCG5	Fibroblasts	hypoxia	39	TRUE	TRUE	NA
UPP1	TRUE	UPP1	Fibroblasts	hypoxia	40	TRUE	TRUE	NA
C15orf48	FALSE	C15orf48	Fibroblasts	hypoxia	41	FALSE	TRUE	C15orf48
EGLN3	TRUE	EGLN3	Fibroblasts	hypoxia	42	TRUE	TRUE	NA
IGFBP3	TRUE	IGFBP3	Fibroblasts	hypoxia	43	TRUE	TRUE	NA
MT1E	TRUE	MT1E	Fibroblasts	hypoxia	44	TRUE	TRUE	NA
STEAP1	TRUE	STEAP1	Fibroblasts	hypoxia	45	TRUE	TRUE	NA
WNT5A	TRUE	WNT5A	Fibroblasts	hypoxia	46	TRUE	TRUE	NA
PGK1	TRUE	PGK1	Fibroblasts	hypoxia	47	TRUE	TRUE	NA
CCL2	TRUE	CCL2	Fibroblasts	hypoxia	48	TRUE	TRUE	NA
FAM162A	TRUE	FAM162A	Fibroblasts	hypoxia	49	TRUE	TRUE	NA
ENO1	TRUE	ENO1	Fibroblasts	hypoxia	50	TRUE	TRUE	NA
HMGB2	TRUE	HMGB2	Fibroblasts	cell_cycle	1	TRUE	TRUE	NA
PTTG1	TRUE	PTTG1	Fibroblasts	cell_cycle	2	TRUE	TRUE	NA
STMN1	TRUE	STMN1	Fibroblasts	cell_cycle	3	TRUE	TRUE	NA
BIRC5	TRUE	BIRC5	Fibroblasts	cell_cycle	4	TRUE	TRUE	NA
CKS2	TRUE	CKS2	Fibroblasts	cell_cycle	5	TRUE	TRUE	NA
CDKN3	TRUE	CDKN3	Fibroblasts	cell_cycle	6	TRUE	TRUE	NA
TK1	TRUE	TK1	Fibroblasts	cell_cycle	7	TRUE	TRUE	NA
CENPW	TRUE	CENPW	Fibroblasts	cell_cycle	8	TRUE	TRUE	NA
NUSAP1	TRUE	NUSAP1	Fibroblasts	cell_cycle	9	TRUE	TRUE	NA
SMC4	TRUE	SMC4	Fibroblasts	cell_cycle	10	TRUE	TRUE	NA
CKS1B	TRUE	CKS1B	Fibroblasts	cell_cycle	11	TRUE	TRUE	NA
TYMS	TRUE	TYMS	Fibroblasts	cell_cycle	12	TRUE	TRUE	NA
CENPF	TRUE	CENPF	Fibroblasts	cell_cycle	13	TRUE	TRUE	NA
HIST1H4C	FALSE	H4C3	Fibroblasts	cell_cycle	14	TRUE	FALSE	NA
TOP2A	TRUE	TOP2A	Fibroblasts	cell_cycle	15	TRUE	TRUE	NA
H2AFZ	FALSE	H2AZ1	Fibroblasts	cell_cycle	16	TRUE	FALSE	NA
CCNB1	TRUE	CCNB1	Fibroblasts	cell_cycle	17	TRUE	TRUE	NA
PCLAF	FALSE	PCLAF	Fibroblasts	cell_cycle	18	FALSE	TRUE	PCLAF
MKI67	TRUE	MKI67	Fibroblasts	cell_cycle	19	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	Fibroblasts	cell_cycle	20	TRUE	TRUE	NA
UBE2C	TRUE	UBE2C	Fibroblasts	cell_cycle	21	TRUE	TRUE	NA
DTYMK	TRUE	DTYMK	Fibroblasts	cell_cycle	22	TRUE	TRUE	NA
MAD2L1	TRUE	MAD2L1	Fibroblasts	cell_cycle	23	TRUE	TRUE	NA
PCNA	TRUE	PCNA	Fibroblasts	cell_cycle	24	TRUE	TRUE	NA
CDC20	TRUE	CDC20	Fibroblasts	cell_cycle	25	TRUE	TRUE	NA
KPNA2	TRUE	KPNA2	Fibroblasts	cell_cycle	26	TRUE	TRUE	NA
SMC2	TRUE	SMC2	Fibroblasts	cell_cycle	27	TRUE	TRUE	NA
UBE2T	TRUE	UBE2T	Fibroblasts	cell_cycle	28	TRUE	TRUE	NA
ARL6IP1	TRUE	ARL6IP1	Fibroblasts	cell_cycle	29	TRUE	TRUE	NA
CCNB2	TRUE	CCNB2	Fibroblasts	cell_cycle	30	TRUE	TRUE	NA
GGH	TRUE	GGH	Fibroblasts	cell_cycle	31	TRUE	TRUE	NA
TUBB	TRUE	TUBB	Fibroblasts	cell_cycle	32	TRUE	TRUE	NA
ZWINT	TRUE	ZWINT	Fibroblasts	cell_cycle	33	TRUE	TRUE	NA
HMGB3	TRUE	HMGB3	Fibroblasts	cell_cycle	34	TRUE	TRUE	NA
RRM2	TRUE	RRM2	Fibroblasts	cell_cycle	35	TRUE	TRUE	NA
UBE2S	TRUE	UBE2S	Fibroblasts	cell_cycle	36	TRUE	TRUE	NA
ANLN	TRUE	ANLN	Fibroblasts	cell_cycle	37	TRUE	TRUE	NA
ANP32E	TRUE	ANP32E	Fibroblasts	cell_cycle	38	TRUE	TRUE	NA
CDK1	TRUE	CDK1	Fibroblasts	cell_cycle	39	TRUE	TRUE	NA
HMGN2	TRUE	HMGN2	Fibroblasts	cell_cycle	40	TRUE	TRUE	NA
KIF20B	TRUE	KIF20B	Fibroblasts	cell_cycle	41	TRUE	TRUE	NA
TMEM106C	TRUE	TMEM106C	Fibroblasts	cell_cycle	42	TRUE	TRUE	NA
TUBA1C	TRUE	TUBA1C	Fibroblasts	cell_cycle	43	TRUE	TRUE	NA
ASPM	TRUE	ASPM	Fibroblasts	cell_cycle	44	TRUE	TRUE	NA
H2AFV	FALSE	H2AZ2	Fibroblasts	cell_cycle	45	TRUE	FALSE	NA
MCM7	TRUE	MCM7	Fibroblasts	cell_cycle	46	TRUE	TRUE	NA
CKAP2	TRUE	CKAP2	Fibroblasts	cell_cycle	47	TRUE	TRUE	NA
RPA3	TRUE	RPA3	Fibroblasts	cell_cycle	48	TRUE	TRUE	NA
TPX2	TRUE	TPX2	Fibroblasts	cell_cycle	49	TRUE	TRUE	NA
PCLAF	TRUE	PCLAF	Fibroblasts	cell_cycle	50	TRUE	TRUE	NA
ISG15	TRUE	ISG15	Fibroblasts	interferon	1	TRUE	TRUE	NA
IFIT3	TRUE	IFIT3	Fibroblasts	interferon	2	TRUE	TRUE	NA
LAP3	TRUE	LAP3	Fibroblasts	interferon	3	TRUE	TRUE	NA
IFI44L	TRUE	IFI44L	Fibroblasts	interferon	4	TRUE	TRUE	NA
IFI6	TRUE	IFI6	Fibroblasts	interferon	5	TRUE	TRUE	NA
MX1	TRUE	MX1	Fibroblasts	interferon	6	TRUE	TRUE	NA
WARS	FALSE	WARS1	Fibroblasts	interferon	7	TRUE	FALSE	NA
TNFSF10	TRUE	TNFSF10	Fibroblasts	interferon	8	TRUE	TRUE	NA
EPSTI1	TRUE	EPSTI1	Fibroblasts	interferon	9	TRUE	TRUE	NA
GBP1	TRUE	GBP1	Fibroblasts	interferon	10	TRUE	TRUE	NA
IFI35	TRUE	IFI35	Fibroblasts	interferon	11	TRUE	TRUE	NA
IFIT1	TRUE	IFIT1	Fibroblasts	interferon	12	TRUE	TRUE	NA
PSMB9	TRUE	PSMB9	Fibroblasts	interferon	13	TRUE	TRUE	NA
BST2	TRUE	BST2	Fibroblasts	interferon	14	TRUE	TRUE	NA
CXCL10	TRUE	CXCL10	Fibroblasts	interferon	15	TRUE	TRUE	NA
UBE2L6	TRUE	UBE2L6	Fibroblasts	interferon	16	TRUE	TRUE	NA
OAS1	TRUE	OAS1	Fibroblasts	interferon	17	TRUE	TRUE	NA
PARP14	TRUE	PARP14	Fibroblasts	interferon	18	TRUE	TRUE	NA
ISG20	TRUE	ISG20	Fibroblasts	interferon	19	TRUE	TRUE	NA
STAT1	TRUE	STAT1	Fibroblasts	interferon	20	TRUE	TRUE	NA
TNFSF13B	TRUE	TNFSF13B	Fibroblasts	interferon	21	TRUE	TRUE	NA
GBP2	TRUE	GBP2	Fibroblasts	interferon	22	TRUE	TRUE	NA
CCL2	TRUE	CCL2	Fibroblasts	interferon	23	TRUE	TRUE	NA
IFITM1	TRUE	IFITM1	Fibroblasts	interferon	24	TRUE	TRUE	NA
PLSCR1	TRUE	PLSCR1	Fibroblasts	interferon	25	TRUE	TRUE	NA
RSAD2	TRUE	RSAD2	Fibroblasts	interferon	26	TRUE	TRUE	NA
CMPK2	TRUE	CMPK2	Fibroblasts	interferon	27	TRUE	TRUE	NA
HAPLN3	TRUE	HAPLN3	Fibroblasts	interferon	28	TRUE	TRUE	NA
RARRES3	FALSE	PLAAT4	Fibroblasts	interferon	29	TRUE	FALSE	NA
TAP1	TRUE	TAP1	Fibroblasts	interferon	30	TRUE	TRUE	NA
CD74	TRUE	CD74	Fibroblasts	interferon	31	TRUE	TRUE	NA
CTSS	TRUE	CTSS	Fibroblasts	interferon	32	TRUE	TRUE	NA
GBP4	TRUE	GBP4	Fibroblasts	interferon	33	TRUE	TRUE	NA
IFI27	TRUE	IFI27	Fibroblasts	interferon	34	TRUE	TRUE	NA
MMP11	TRUE	MMP11	Fibroblasts	interferon	35	TRUE	TRUE	NA
APOL1	TRUE	APOL1	Fibroblasts	interferon	36	TRUE	TRUE	NA
CXCL11	TRUE	CXCL11	Fibroblasts	interferon	37	TRUE	TRUE	NA
CXCL9	TRUE	CXCL9	Fibroblasts	interferon	38	TRUE	TRUE	NA
IFIT2	TRUE	IFIT2	Fibroblasts	interferon	39	TRUE	TRUE	NA
IRF7	TRUE	IRF7	Fibroblasts	interferon	40	TRUE	TRUE	NA
MT2A	TRUE	MT2A	Fibroblasts	interferon	41	TRUE	TRUE	NA
MX2	TRUE	MX2	Fibroblasts	interferon	42	TRUE	TRUE	NA
SOD2	TRUE	SOD2	Fibroblasts	interferon	43	TRUE	TRUE	NA
VCAM1	TRUE	VCAM1	Fibroblasts	interferon	44	TRUE	TRUE	NA
XAF1	TRUE	XAF1	Fibroblasts	interferon	45	TRUE	TRUE	NA
CCL11	TRUE	CCL11	Fibroblasts	interferon	46	TRUE	TRUE	NA
OAS3	TRUE	OAS3	Fibroblasts	interferon	47	TRUE	TRUE	NA
OASL	TRUE	OASL	Fibroblasts	interferon	48	TRUE	TRUE	NA
IDO1	TRUE	IDO1	Fibroblasts	interferon	49	TRUE	TRUE	NA
DDX58	TRUE	DDX58	Fibroblasts	interferon	50	TRUE	TRUE	NA
TAGLN	TRUE	TAGLN	Fibroblasts	myofibroblasts	1	TRUE	TRUE	NA
CSRP1	TRUE	CSRP1	Fibroblasts	myofibroblasts	2	TRUE	TRUE	NA
ACTA2	TRUE	ACTA2	Fibroblasts	myofibroblasts	3	TRUE	TRUE	NA
KDELR3	TRUE	KDELR3	Fibroblasts	myofibroblasts	4	TRUE	TRUE	NA
NME1	TRUE	NME1	Fibroblasts	myofibroblasts	5	TRUE	TRUE	NA
PYCR1	TRUE	PYCR1	Fibroblasts	myofibroblasts	6	TRUE	TRUE	NA
SRM	TRUE	SRM	Fibroblasts	myofibroblasts	7	TRUE	TRUE	NA
TNFRSF12A	TRUE	TNFRSF12A	Fibroblasts	myofibroblasts	8	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	Fibroblasts	myofibroblasts	9	TRUE	TRUE	NA
C12orf75	FALSE	C12orf75	Fibroblasts	myofibroblasts	10	FALSE	TRUE	C12orf75
TUBA1C	TRUE	TUBA1C	Fibroblasts	myofibroblasts	11	TRUE	TRUE	NA
TUBB6	TRUE	TUBB6	Fibroblasts	myofibroblasts	12	TRUE	TRUE	NA
COTL1	TRUE	COTL1	Fibroblasts	myofibroblasts	13	TRUE	TRUE	NA
PDLIM7	TRUE	PDLIM7	Fibroblasts	myofibroblasts	14	TRUE	TRUE	NA
POSTN	TRUE	POSTN	Fibroblasts	myofibroblasts	15	TRUE	TRUE	NA
RPL22L1	TRUE	RPL22L1	Fibroblasts	myofibroblasts	16	TRUE	TRUE	NA
LRRC59	TRUE	LRRC59	Fibroblasts	myofibroblasts	17	TRUE	TRUE	NA
TPM1	TRUE	TPM1	Fibroblasts	myofibroblasts	18	TRUE	TRUE	NA
CNN1	TRUE	CNN1	Fibroblasts	myofibroblasts	19	TRUE	TRUE	NA
CRABP2	TRUE	CRABP2	Fibroblasts	myofibroblasts	20	TRUE	TRUE	NA
IDH2	TRUE	IDH2	Fibroblasts	myofibroblasts	21	TRUE	TRUE	NA
TPM2	TRUE	TPM2	Fibroblasts	myofibroblasts	22	TRUE	TRUE	NA
CREB3L1	TRUE	CREB3L1	Fibroblasts	myofibroblasts	23	TRUE	TRUE	NA
EIF4EBP1	TRUE	EIF4EBP1	Fibroblasts	myofibroblasts	24	TRUE	TRUE	NA
MYL9	TRUE	MYL9	Fibroblasts	myofibroblasts	25	TRUE	TRUE	NA
NEXN	TRUE	NEXN	Fibroblasts	myofibroblasts	26	TRUE	TRUE	NA
TGFBI	TRUE	TGFBI	Fibroblasts	myofibroblasts	27	TRUE	TRUE	NA
ACTG2	TRUE	ACTG2	Fibroblasts	myofibroblasts	28	TRUE	TRUE	NA
CKAP4	TRUE	CKAP4	Fibroblasts	myofibroblasts	29	TRUE	TRUE	NA
GJB2	TRUE	GJB2	Fibroblasts	myofibroblasts	30	TRUE	TRUE	NA
LOXL2	TRUE	LOXL2	Fibroblasts	myofibroblasts	31	TRUE	TRUE	NA
PPP1R14B	TRUE	PPP1R14B	Fibroblasts	myofibroblasts	32	TRUE	TRUE	NA
STMN1	TRUE	STMN1	Fibroblasts	myofibroblasts	33	TRUE	TRUE	NA
TUBB2A	TRUE	TUBB2A	Fibroblasts	myofibroblasts	34	TRUE	TRUE	NA
C5orf46	FALSE	C5orf46	Fibroblasts	myofibroblasts	35	FALSE	TRUE	C5orf46
FSCN1	TRUE	FSCN1	Fibroblasts	myofibroblasts	36	TRUE	TRUE	NA
GLIPR1	TRUE	GLIPR1	Fibroblasts	myofibroblasts	37	TRUE	TRUE	NA
LOX	TRUE	LOX	Fibroblasts	myofibroblasts	38	TRUE	TRUE	NA
SEC13	TRUE	SEC13	Fibroblasts	myofibroblasts	39	TRUE	TRUE	NA
SUGCT	TRUE	SUGCT	Fibroblasts	myofibroblasts	40	TRUE	TRUE	NA
TUBA1A	TRUE	TUBA1A	Fibroblasts	myofibroblasts	41	TRUE	TRUE	NA
MFAP5	TRUE	MFAP5	Fibroblasts	myofibroblasts	42	TRUE	TRUE	NA
GLIPR2	TRUE	GLIPR2	Fibroblasts	myofibroblasts	43	TRUE	TRUE	NA
TNC	TRUE	TNC	Fibroblasts	myofibroblasts	44	TRUE	TRUE	NA
SMYD3	TRUE	SMYD3	Fibroblasts	myofibroblasts	45	TRUE	TRUE	NA
ALDH1B1	TRUE	ALDH1B1	Fibroblasts	myofibroblasts	46	TRUE	TRUE	NA
ZYX	TRUE	ZYX	Fibroblasts	myofibroblasts	47	TRUE	TRUE	NA
TIMP3	TRUE	TIMP3	Fibroblasts	myofibroblasts	48	TRUE	TRUE	NA
COL11A1	TRUE	COL11A1	Fibroblasts	myofibroblasts	49	TRUE	TRUE	NA
YIF1A	TRUE	YIF1A	Fibroblasts	myofibroblasts	50	TRUE	TRUE	NA
PI16	TRUE	PI16	Fibroblasts	pi16	1	TRUE	TRUE	NA
SEMA3C	TRUE	SEMA3C	Fibroblasts	pi16	2	TRUE	TRUE	NA
CD55	TRUE	CD55	Fibroblasts	pi16	3	TRUE	TRUE	NA
IGFBP5	TRUE	IGFBP5	Fibroblasts	pi16	4	TRUE	TRUE	NA
FBN1	TRUE	FBN1	Fibroblasts	pi16	5	TRUE	TRUE	NA
CD248	TRUE	CD248	Fibroblasts	pi16	6	TRUE	TRUE	NA
